type,text
"Joke","Q: How many gorillas does it take to screw in a light bulb? A: Only one, but it sure takes a sh*tload of light bulbs!"
"Joke","An 80 year old man was having his annual checkup and the doctor asked him how he was feeling. ""I've never been better!"" he boasted. ""I've got an eighteen year old bride who's pregnant and having my child! What do you think about that?"" The doctor considered this for a moment, then said, ""Let me tell you a story. I knew a guy who was an avid hunter. He never missed a season. But one day went out in a bit of a hurry and he accidentally grabbed his umbrella instead of his gun."" The doctor continued, ""So he was in the woods and suddenly a grizzly bear appeared in front of him! He raised up his umbrella, pointed it at the bear and squeezed the handle."" ""And do you know what happened?"" the doctor queried. Dumbfounded, the old man replied ""No"". The doctor continued, ""The bear dropped dead in front of him!"" ""That's impossible!"" exclaimed the old man. ""Someone else must have shot that bear."" ""That's kind of what I'm getting at..."" replied the doctor."
"Joke","When I first started college, the Dean came in and said ""Good Morning"" to all of us. When we echoed back to him, he responded ""Ah, you're Freshmen."" He explained, ""When you walk in and say good morning, and they say good morning back, it's Freshmen. When they put their newspapers down and open their books, it's Sophomores. When they look up so they can seethe instructor over the tops of the newspapers, it's juniors. When they put their feet up on the desks and keep reading, it's seniors."" When you walk in and say good morning, and they write it down, it's graduate students."""
"Joke","One day, a mechanical engineer, electrical engineer, chemical engineer, and computer engineer were driving down the street in the same car when it broke down.The mechanical engineer said, ""I think a rod broke.""The chemical engineer said, ""The way it sputtered at the end, I think it's not getting enough gas.""The electrical engineer said, ""I think there was a spark and something's wrong with the electrical system.""All three turned to the computer engineer and said, ""What do you think?""The computer engineer said, ""I think we should all get out and then get back in."""
"Joke","These are actual lines out of OER (Officer Efficiency Report) performance appraisal for the military."
"Joke","There was a preacher whose wife was expecting a baby, so they went to the congregation and the preacher asked for a raise. After much consideration and discussion, they passed a rule that when the preacher's family expanded, so would his paycheck.After 5 or 6 children, this started to get expensive, so the congregation decided to hold a meeting again to discuss the preacher's pay situation.As you can imagine, there was much yelling and bickering. Finally, the preacher got up and spoke to the crowd.""Having children is an act of God!"" he said.In the back of the room, a little old man stood up and in his frail voice said, ""Point of information - snow and rain are also acts of God. But if we get too much, we put on our rubbers."""
"Joke","The last four ex-U.S. Presidents are caught in a tornado, and off they whirled to OZ. They finally make it to the Emerald City and came before the Great Wizard.""WHAT BRINGS YOU BEFORE THE GREAT WIZARD OF OZ?""Jimmy Carter stepped forward timidly:"" I've come for some courage.""""NO PROBLEM!"" says the Wizard. ""WHO IS NEXT?""Ronald Reagan steps forward, ""Well........., I.......I think I need a brain.""""DONE"" says the Wizard. ""WHO COMES NEXT BEFORE THE GREAT AND POWERFUL OZ?""Up stepped George Bush sadly, ""I'm told by the American people that I need a heart.""""I'VE HEARD IT'S TRUE!"" says the Wizard. ""CONSIDER IT DONE.""There is a great silence in the hall. Bill Clinton is just standing there, looking around, but doesn't say a word. Irritated, the Wizard finally asks, ""WHAT DO YOU WANT?""""Is Dorothy here?"""
"Joke","The Post Office briefly considered issuing stamps with Bill and Hillary's faces on them. However, test marketing verified that the customers would spit on the wrong side of the stamps."
"Joke","A man walks into a bar one night. He goes up to the bar and asks for a beer. ""Certainly, sir, that'll be 1 cent."" ""ONE CENT!"" exclaimed the guy; the barman replied, ""Yes."" So the guy glances over at the menu, and he asks, ""Could I have a nice juicy T-bone steak, with chips, peas, and a fried egg?"" ""Certainly sir,"" replies the bartender, but all that comes to real money."" How much money?"" inquires the guy. ""4 cents"", he replies. ""FOUR cents!"" exclaims the guy. ""Where's the Guy who owns this place?"" The barman replies, ""Upstairs with my wife."" The guy says, ""What's he doing with your wife?"" The bartender replies, ""Same as I'm doing to his business."""
"Joke","It was way back when buses first came out. There was a young guy who's gramma just died and he needed to get to his other family to tell them. So he gets dressed in a hurry and runs to the bus stop. The bus driver stops and the guy started walking down the aile and the bus driver said to give him a dime(thats how much it cost back then). So the guy says, ""hold on, I'll have to go get a dime from someone."" The guy starts running down the street asking people for a dime and everyone says no. He finds a prostitute and says, ""Mam can I have a dime, I'll owe you forever."" She pulls out a dime drops it in her panties ""If you want it, come and get it but you must use your mouth"" After he's been down there, he gets on the bus and spits it into the driver's hand The bus driver says, ""Hey... how far do you think your gonna get on a scab?"""
"Joke","Q: How many internet mail list subscribers does it take to change a light bulb? A: 1,331:"
"Joke","No, Windows is not a virus. Here's what viruses do:"
"Joke","I hear you pick your friends -- to pieces!!"
"Joke","Three convicts were on the way to prison.They were each allowed to take one item with them to help them occupy their time whilst stuck behind bars.On the bus, one turned to another and said, ""So, what did you bring?"" The second convict pulled out a box of paints and stated that he intended to paint anything he could.He wanted to become the ""Grandma Moses of Jail."" Then he asked the first, ""What did you bring?"" The first convict pulled out a deck of cards and grinned and said, ""I brought cards. I can play poker, solitaire and gin, and any number of games."" The third convict was sitting quietly aside grinning to himself. The other two took notice and asked, ""Why are you so smug?What did you bring?"" The guy pulled out a box of tampons and smiled.""I brought these."" The other two were puzzled and asked, ""What can you do with those?"" He grinned and pointed to the box and said, ""Well according to the box, I can go horseback riding, swimming, roller-skating..."""
